	EXP0:0	EXP0:3	EXP0:6	EXP0:9	EXP0:12	EXP0:15	EXP0:18	EXP0:21	EXP0:24	EXP0:27	EXP0:30	EXP0:33	EXP0:36	EXP0:39	EXP0:42	EXP0:45	EXP0:48	EXP0:51	EXP0:54	EXP0:57	EXP0:60	EXP0:63	EXP0:66	EXP0:69	EXP0:72	EXP0:75	EXP0:78	EXP0:81	EXP0:84	EXP0:87	EXP0:90	EXP0:93	EXP0:96	EXP0:99	EXP1:0	EXP1:3	EXP1:6	EXP1:9	EXP1:12	EXP1:15	EXP1:18	EXP1:21	EXP1:24	EXP1:27	EXP1:30	EXP1:33	EXP1:36	EXP1:39	EXP1:42	EXP1:45	EXP1:48	EXP1:51	EXP1:54	EXP1:57	EXP1:60	EXP1:63	EXP1:66	EXP1:69	EXP1:72	EXP1:75	EXP1:78	EXP1:81	EXP1:84	EXP1:87	EXP1:90	EXP1:93	EXP1:96	EXP1:99	EXP2:0	EXP2:3	EXP2:6	EXP2:9	EXP2:12	EXP2:15	EXP2:18	EXP2:21	EXP2:24	EXP2:27	EXP2:30	EXP2:33	EXP2:36	EXP2:39	EXP2:42	EXP2:45	EXP2:48	EXP2:51	EXP2:54	EXP2:57	EXP2:60	EXP2:63	EXP2:66	EXP2:69	EXP2:72	EXP2:75	EXP2:78	EXP2:81	EXP2:84	EXP2:87	EXP2:90	EXP2:93	EXP2:96	EXP2:99	EXP3:0	EXP3:3	EXP3:6	EXP3:9	EXP3:12	EXP3:15	EXP3:18	EXP3:21	EXP3:24	EXP3:27	EXP3:30	EXP3:33	EXP3:36	EXP3:39	EXP3:42	EXP3:45	EXP3:48	EXP3:51	EXP3:54	EXP3:57	EXP3:60	EXP3:63	EXP3:66	EXP3:69	EXP3:72	EXP3:75	EXP3:78	EXP3:81	EXP3:84	EXP3:87	EXP3:90	EXP3:93	EXP3:96	EXP3:99	EXP4:0	EXP4:3	EXP4:6	EXP4:9	EXP4:12	EXP4:15	EXP4:18	EXP4:21	EXP4:24	EXP4:27	EXP4:30	EXP4:33	EXP4:36	EXP4:39	EXP4:42	EXP4:45	EXP4:48	EXP4:51	EXP4:54	EXP4:57	EXP4:60	EXP4:63	EXP4:66	EXP4:69	EXP4:72	EXP4:75	EXP4:78	EXP4:81	EXP4:84	EXP4:87	EXP4:90	EXP4:93	EXP4:96	EXP4:99	EXP5:0	EXP5:3	EXP5:6	EXP5:9	EXP5:12	EXP5:15	EXP5:18	EXP5:21	EXP5:24	EXP5:27	EXP5:30	EXP5:33	EXP5:36	EXP5:39	EXP5:42	EXP5:45	EXP5:48	EXP5:51	EXP5:54	EXP5:57	EXP5:60	EXP5:63	EXP5:66	EXP5:69	EXP5:72	EXP5:75	EXP5:78	EXP5:81	EXP5:84	EXP5:87	EXP5:90	EXP5:93	EXP5:96	EXP5:99	EXP6:0	EXP6:3	EXP6:6	EXP6:9	EXP6:12	EXP6:15	EXP6:18	EXP6:21	EXP6:24	EXP6:27	EXP6:30	EXP6:33	EXP6:36	EXP6:39	EXP6:42	EXP6:45	EXP6:48	EXP6:51	EXP6:54	EXP6:57	EXP6:60	EXP6:63	EXP6:66	EXP6:69	EXP6:72	EXP6:75	EXP6:78	EXP6:81	EXP6:84	EXP6:87	EXP6:90	EXP6:93	EXP6:96	EXP6:99	EXP7:0	EXP7:3	EXP7:6	EXP7:9	EXP7:12	EXP7:15	EXP7:18	EXP7:21	EXP7:24	EXP7:27	EXP7:30	EXP7:33	EXP7:36	EXP7:39	EXP7:42	EXP7:45	EXP7:48	EXP7:51	EXP7:54	EXP7:57	EXP7:60	EXP7:63	EXP7:66	EXP7:69	EXP7:72	EXP7:75	EXP7:78	EXP7:81	EXP7:84	EXP7:87	EXP7:90	EXP7:93	EXP7:96	EXP7:99	EXP8:0	EXP8:3	EXP8:6	EXP8:9	EXP8:12	EXP8:15	EXP8:18	EXP8:21	EXP8:24	EXP8:27	EXP8:30	EXP8:33	EXP8:36	EXP8:39	EXP8:42	EXP8:45	EXP8:48	EXP8:51	EXP8:54	EXP8:57	EXP8:60	EXP8:63	EXP8:66	EXP8:69	EXP8:72	EXP8:75	EXP8:78	EXP8:81	EXP8:84	EXP8:87	EXP8:90	EXP8:93	EXP8:96	EXP8:99	EXP9:0	EXP9:3	EXP9:6	EXP9:9	EXP9:12	EXP9:15	EXP9:18	EXP9:21	EXP9:24	EXP9:27	EXP9:30	EXP9:33	EXP9:36	EXP9:39	EXP9:42	EXP9:45	EXP9:48	EXP9:51	EXP9:54	EXP9:57	EXP9:60	EXP9:63	EXP9:66	EXP9:69	EXP9:72	EXP9:75	EXP9:78	EXP9:81	EXP9:84	EXP9:87	EXP9:90	EXP9:93	EXP9:96	EXP9:99	EXP10:0	EXP10:3	EXP10:6	EXP10:9	EXP10:12	EXP10:15	EXP10:18	EXP10:21	EXP10:24	EXP10:27	EXP10:30	EXP10:33	EXP10:36	EXP10:39	EXP10:42	EXP10:45	EXP10:48	EXP10:51	EXP10:54	EXP10:57	EXP10:60	EXP10:63	EXP10:66	EXP10:69	EXP10:72	EXP10:75	EXP10:78	EXP10:81	EXP10:84	EXP10:87	EXP10:90	EXP10:93	EXP10:96	EXP10:99	EXP11:0	EXP11:3	EXP11:6	EXP11:9	EXP11:12	EXP11:15	EXP11:18	EXP11:21	EXP11:24	EXP11:27	EXP11:30	EXP11:33	EXP11:36	EXP11:39	EXP11:42	EXP11:45	EXP11:48	EXP11:51	EXP11:54	EXP11:57	EXP11:60	EXP11:63	EXP11:66	EXP11:69	EXP11:72	EXP11:75	EXP11:78	EXP11:81	EXP11:84	EXP11:87	EXP11:90	EXP11:93	EXP11:96	EXP11:99	EXP12:0	EXP12:3	EXP12:6	EXP12:9	EXP12:12	EXP12:15	EXP12:18	EXP12:21	EXP12:24	EXP12:27	EXP12:30	EXP12:33	EXP12:36	EXP12:39	EXP12:42	EXP12:45	EXP12:48	EXP12:51	EXP12:54	EXP12:57	EXP12:60	EXP12:63	EXP12:66	EXP12:69	EXP12:72	EXP12:75	EXP12:78	EXP12:81	EXP12:84	EXP12:87	EXP12:90	EXP12:93	EXP12:96	EXP12:99	EXP13:0	EXP13:3	EXP13:6	EXP13:9	EXP13:12	EXP13:15	EXP13:18	EXP13:21	EXP13:24	EXP13:27	EXP13:30	EXP13:33	EXP13:36	EXP13:39	EXP13:42	EXP13:45	EXP13:48	EXP13:51	EXP13:54	EXP13:57	EXP13:60	EXP13:63	EXP13:66	EXP13:69	EXP13:72	EXP13:75	EXP13:78	EXP13:81	EXP13:84	EXP13:87	EXP13:90	EXP13:93	EXP13:96	EXP13:99	EXP14:0	EXP14:3	EXP14:6	EXP14:9	EXP14:12	EXP14:15	EXP14:18	EXP14:21	EXP14:24	EXP14:27	EXP14:30	EXP14:33	EXP14:36	EXP14:39	EXP14:42	EXP14:45	EXP14:48	EXP14:51	EXP14:54	EXP14:57	EXP14:60	EXP14:63	EXP14:66	EXP14:69	EXP14:72	EXP14:75	EXP14:78	EXP14:81	EXP14:84	EXP14:87	EXP14:90	EXP14:93	EXP14:96	EXP14:99	EXP15:0	EXP15:3	EXP15:6	EXP15:9	EXP15:12	EXP15:15	EXP15:18	EXP15:21	EXP15:24	EXP15:27	EXP15:30	EXP15:33	EXP15:36	EXP15:39	EXP15:42	EXP15:45	EXP15:48	EXP15:51	EXP15:54	EXP15:57	EXP15:60	EXP15:63	EXP15:66	EXP15:69	EXP15:72	EXP15:75	EXP15:78	EXP15:81	EXP15:84	EXP15:87	EXP15:90	EXP15:93	EXP15:96	EXP15:99	EXP16:0	EXP16:3	EXP16:6	EXP16:9	EXP16:12	EXP16:15	EXP16:18	EXP16:21	EXP16:24	EXP16:27	EXP16:30	EXP16:33	EXP16:36	EXP16:39	EXP16:42	EXP16:45	EXP16:48	EXP16:51	EXP16:54	EXP16:57	EXP16:60	EXP16:63	EXP16:66	EXP16:69	EXP16:72	EXP16:75	EXP16:78	EXP16:81	EXP16:84	EXP16:87	EXP16:90	EXP16:93	EXP16:96	EXP16:99	EXP17:0	EXP17:3	EXP17:6	EXP17:9	EXP17:12	EXP17:15	EXP17:18	EXP17:21	EXP17:24	EXP17:27	EXP17:30	EXP17:33	EXP17:36	EXP17:39	EXP17:42	EXP17:45	EXP17:48	EXP17:51	EXP17:54	EXP17:57	EXP17:60	EXP17:63	EXP17:66	EXP17:69	EXP17:72	EXP17:75	EXP17:78	EXP17:81	EXP17:84	EXP17:87	EXP17:90	EXP17:93	EXP17:96	EXP17:99	EXP18:0	EXP18:3	EXP18:6	EXP18:9	EXP18:12	EXP18:15	EXP18:18	EXP18:21	EXP18:24	EXP18:27	EXP18:30	EXP18:33	EXP18:36	EXP18:39	EXP18:42	EXP18:45	EXP18:48	EXP18:51	EXP18:54	EXP18:57	EXP18:60	EXP18:63	EXP18:66	EXP18:69	EXP18:72	EXP18:75	EXP18:78	EXP18:81	EXP18:84	EXP18:87	EXP18:90	EXP18:93	EXP18:96	EXP18:99	EXP19:0	EXP19:3	EXP19:6	EXP19:9	EXP19:12	EXP19:15	EXP19:18	EXP19:21	EXP19:24	EXP19:27	EXP19:30	EXP19:33	EXP19:36	EXP19:39	EXP19:42	EXP19:45	EXP19:48	EXP19:51	EXP19:54	EXP19:57	EXP19:60	EXP19:63	EXP19:66	EXP19:69	EXP19:72	EXP19:75	EXP19:78	EXP19:81	EXP19:84	EXP19:87	EXP19:90	EXP19:93	EXP19:96	EXP19:99
x0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
x1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
x2	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
x3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
x4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
x5	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
