,edge_jaccard_distance,graph_edit_distance
sync,0.010701719621335851,-0.12116432403403714
sampling_frequency,0.3373664086613001,0.08609958608753654
n_trajectories,-0.4004259269956038,-0.10002300434576189
trajectory_len,-0.31260746422886815,-0.03509454300154007
n_nodes,-0.0005352236410070946,0.7603668838453229
attractor_state_percentage,-0.24148933992968705,-0.31171310543698616
