,allow_self_parent,attractor_state_percentage,dataset_filepath,dataset_id,graph_filepath,graph_id,n_nodes,n_trajectories,network_seed,sampling_frequency,sync,trajectory_len,trajectory_seed
220,False,0.9603960396039604,example_datasets/datasets/D220.txt,220,example_datasets/graphs/G13.txt,13,16,1,0,1,True,100,0
221,False,0.9411764705882353,example_datasets/datasets/D221.txt,221,example_datasets/graphs/G13.txt,13,16,1,0,3,True,100,0
222,False,0.36666666666666664,example_datasets/datasets/D222.txt,222,example_datasets/graphs/G13.txt,13,16,5,0,1,True,5,0
223,False,0.1,example_datasets/datasets/D223.txt,223,example_datasets/graphs/G13.txt,13,16,5,0,3,True,5,0
224,False,0.8,example_datasets/datasets/D224.txt,224,example_datasets/graphs/G13.txt,13,16,5,0,1,True,20,0
225,False,0.7142857142857143,example_datasets/datasets/D225.txt,225,example_datasets/graphs/G13.txt,13,16,5,0,3,True,20,0
226,False,0.9623762376237623,example_datasets/datasets/D226.txt,226,example_datasets/graphs/G13.txt,13,16,5,0,1,True,100,0
227,False,0.9529411764705882,example_datasets/datasets/D227.txt,227,example_datasets/graphs/G13.txt,13,16,5,0,3,True,100,0
228,False,0.38333333333333336,example_datasets/datasets/D228.txt,228,example_datasets/graphs/G13.txt,13,16,20,0,1,True,5,0
229,False,0.2,example_datasets/datasets/D229.txt,229,example_datasets/graphs/G13.txt,13,16,20,0,3,True,5,0
230,False,0.8333333333333334,example_datasets/datasets/D230.txt,230,example_datasets/graphs/G13.txt,13,16,20,0,1,True,20,0
231,False,0.7642857142857142,example_datasets/datasets/D231.txt,231,example_datasets/graphs/G13.txt,13,16,20,0,3,True,20,0
232,False,0.9633663366336633,example_datasets/datasets/D232.txt,232,example_datasets/graphs/G13.txt,13,16,20,0,1,True,100,0
233,False,0.9544117647058824,example_datasets/datasets/D233.txt,233,example_datasets/graphs/G13.txt,13,16,20,0,3,True,100,0
234,False,0.16666666666666666,example_datasets/datasets/D234.txt,234,example_datasets/graphs/G14.txt,14,16,1,1,1,True,5,0
235,False,0.0,example_datasets/datasets/D235.txt,235,example_datasets/graphs/G14.txt,14,16,1,1,3,True,5,0
236,False,0.7619047619047619,example_datasets/datasets/D236.txt,236,example_datasets/graphs/G14.txt,14,16,1,1,1,True,20,0
237,False,0.7142857142857143,example_datasets/datasets/D237.txt,237,example_datasets/graphs/G14.txt,14,16,1,1,3,True,20,0
238,False,0.9504950495049505,example_datasets/datasets/D238.txt,238,example_datasets/graphs/G14.txt,14,16,1,1,1,True,100,0
239,False,0.9411764705882353,example_datasets/datasets/D239.txt,239,example_datasets/graphs/G14.txt,14,16,1,1,3,True,100,0
240,False,0.36666666666666664,example_datasets/datasets/D240.txt,240,example_datasets/graphs/G14.txt,14,16,5,1,1,True,5,0
241,False,0.1,example_datasets/datasets/D241.txt,241,example_datasets/graphs/G14.txt,14,16,5,1,3,True,5,0
242,False,0.8285714285714286,example_datasets/datasets/D242.txt,242,example_datasets/graphs/G14.txt,14,16,5,1,1,True,20,0
243,False,0.7714285714285715,example_datasets/datasets/D243.txt,243,example_datasets/graphs/G14.txt,14,16,5,1,3,True,20,0
244,False,0.9603960396039604,example_datasets/datasets/D244.txt,244,example_datasets/graphs/G14.txt,14,16,5,1,1,True,100,0
245,False,0.9470588235294117,example_datasets/datasets/D245.txt,245,example_datasets/graphs/G14.txt,14,16,5,1,3,True,100,0
246,False,0.4083333333333333,example_datasets/datasets/D246.txt,246,example_datasets/graphs/G14.txt,14,16,20,1,1,True,5,0
247,False,0.15,example_datasets/datasets/D247.txt,247,example_datasets/graphs/G14.txt,14,16,20,1,3,True,5,0
248,False,0.8119047619047619,example_datasets/datasets/D248.txt,248,example_datasets/graphs/G14.txt,14,16,20,1,1,True,20,0
249,False,0.7357142857142858,example_datasets/datasets/D249.txt,249,example_datasets/graphs/G14.txt,14,16,20,1,3,True,20,0
250,False,0.9613861386138614,example_datasets/datasets/D250.txt,250,example_datasets/graphs/G14.txt,14,16,20,1,1,True,100,0
251,False,0.9455882352941176,example_datasets/datasets/D251.txt,251,example_datasets/graphs/G14.txt,14,16,20,1,3,True,100,0
252,False,0.0,example_datasets/datasets/D252.txt,252,example_datasets/graphs/G15.txt,15,16,1,0,1,False,5,0
253,False,0.0,example_datasets/datasets/D253.txt,253,example_datasets/graphs/G15.txt,15,16,1,0,3,False,5,0
254,False,0.3333333333333333,example_datasets/datasets/D254.txt,254,example_datasets/graphs/G15.txt,15,16,1,0,1,False,20,0
255,False,0.2857142857142857,example_datasets/datasets/D255.txt,255,example_datasets/graphs/G15.txt,15,16,1,0,3,False,20,0
256,False,0.8613861386138614,example_datasets/datasets/D256.txt,256,example_datasets/graphs/G15.txt,15,16,1,0,1,False,100,0
257,False,0.8529411764705882,example_datasets/datasets/D257.txt,257,example_datasets/graphs/G15.txt,15,16,1,0,3,False,100,0
258,False,0.0,example_datasets/datasets/D258.txt,258,example_datasets/graphs/G15.txt,15,16,5,0,1,False,5,0
259,False,0.0,example_datasets/datasets/D259.txt,259,example_datasets/graphs/G15.txt,15,16,5,0,3,False,5,0
260,False,0.22857142857142856,example_datasets/datasets/D260.txt,260,example_datasets/graphs/G15.txt,15,16,5,0,1,False,20,0
261,False,0.17142857142857143,example_datasets/datasets/D261.txt,261,example_datasets/graphs/G15.txt,15,16,5,0,3,False,20,0
262,False,0.8514851485148515,example_datasets/datasets/D262.txt,262,example_datasets/graphs/G15.txt,15,16,5,0,1,False,100,0
263,False,0.8411764705882353,example_datasets/datasets/D263.txt,263,example_datasets/graphs/G15.txt,15,16,5,0,3,False,100,0
264,False,0.0,example_datasets/datasets/D264.txt,264,example_datasets/graphs/G15.txt,15,16,20,0,1,False,5,0
265,False,0.0,example_datasets/datasets/D265.txt,265,example_datasets/graphs/G15.txt,15,16,20,0,3,False,5,0
266,False,0.1523809523809524,example_datasets/datasets/D266.txt,266,example_datasets/graphs/G15.txt,15,16,20,0,1,False,20,0
267,False,0.12142857142857143,example_datasets/datasets/D267.txt,267,example_datasets/graphs/G15.txt,15,16,20,0,3,False,20,0
268,False,0.8212871287128712,example_datasets/datasets/D268.txt,268,example_datasets/graphs/G15.txt,15,16,20,0,1,False,100,0
269,False,0.8102941176470588,example_datasets/datasets/D269.txt,269,example_datasets/graphs/G15.txt,15,16,20,0,3,False,100,0
270,False,0.0,example_datasets/datasets/D270.txt,270,example_datasets/graphs/G16.txt,16,16,1,1,1,False,5,0
271,False,0.0,example_datasets/datasets/D271.txt,271,example_datasets/graphs/G16.txt,16,16,1,1,3,False,5,0
272,False,0.42857142857142855,example_datasets/datasets/D272.txt,272,example_datasets/graphs/G16.txt,16,16,1,1,1,False,20,0
273,False,0.42857142857142855,example_datasets/datasets/D273.txt,273,example_datasets/graphs/G16.txt,16,16,1,1,3,False,20,0
274,False,0.8811881188118812,example_datasets/datasets/D274.txt,274,example_datasets/graphs/G16.txt,16,16,1,1,1,False,100,0
275,False,0.8823529411764706,example_datasets/datasets/D275.txt,275,example_datasets/graphs/G16.txt,16,16,1,1,3,False,100,0
276,False,0.0,example_datasets/datasets/D276.txt,276,example_datasets/graphs/G16.txt,16,16,5,1,1,False,5,0
277,False,0.0,example_datasets/datasets/D277.txt,277,example_datasets/graphs/G16.txt,16,16,5,1,3,False,5,0
278,False,0.3904761904761905,example_datasets/datasets/D278.txt,278,example_datasets/graphs/G16.txt,16,16,5,1,1,False,20,0
279,False,0.37142857142857144,example_datasets/datasets/D279.txt,279,example_datasets/graphs/G16.txt,16,16,5,1,3,False,20,0
280,False,0.8534653465346534,example_datasets/datasets/D280.txt,280,example_datasets/graphs/G16.txt,16,16,5,1,1,False,100,0
281,False,0.8470588235294118,example_datasets/datasets/D281.txt,281,example_datasets/graphs/G16.txt,16,16,5,1,3,False,100,0
282,False,0.0,example_datasets/datasets/D282.txt,282,example_datasets/graphs/G16.txt,16,16,20,1,1,False,5,0
283,False,0.0,example_datasets/datasets/D283.txt,283,example_datasets/graphs/G16.txt,16,16,20,1,3,False,5,0
284,False,0.24047619047619048,example_datasets/datasets/D284.txt,284,example_datasets/graphs/G16.txt,16,16,20,1,1,False,20,0
285,False,0.20714285714285716,example_datasets/datasets/D285.txt,285,example_datasets/graphs/G16.txt,16,16,20,1,3,False,20,0
286,False,0.8693069306930693,example_datasets/datasets/D286.txt,286,example_datasets/graphs/G16.txt,16,16,20,1,1,False,100,0
287,False,0.8602941176470589,example_datasets/datasets/D287.txt,287,example_datasets/graphs/G16.txt,16,16,20,1,3,False,100,0
