dataset_id,dataset_filepath,graph_id,graph_filepath,n_nodes,n_trajectories,trajectory_len,sampling_frequency,sync,allow_self_parent,attractor_state_percentage
235,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t10_l150_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,10,150,2,False,False,0.932895
236,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t10_l150_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,10,150,2,False,False,0.922368
237,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t10_l200_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,10,200,2,False,False,0.939604
238,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t10_l200_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,10,200,2,False,False,0.949505
239,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t10_l200_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,10,200,2,False,False,0.950495
240,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t15_l50_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,15,50,2,False,False,0.825641
241,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t15_l50_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,15,50,2,False,False,0.782051
242,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t15_l50_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,15,50,2,False,False,0.794872
243,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t15_l100_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,15,100,2,False,False,0.900654
244,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t15_l100_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,15,100,2,False,False,0.892810
245,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t15_l100_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,15,100,2,False,False,0.864052
246,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t15_l150_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,15,150,2,False,False,0.915789
247,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t15_l150_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,15,150,2,False,False,0.928070
248,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t15_l150_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,15,150,2,False,False,0.931579
249,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t15_l200_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,15,200,2,False,False,0.941254
250,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t15_l200_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,15,200,2,False,False,0.949175
251,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t15_l200_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,15,200,2,False,False,0.941254
252,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t20_l50_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,20,50,2,False,False,0.826923
253,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t20_l50_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,20,50,2,False,False,0.786538
254,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t20_l50_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,20,50,2,False,False,0.778846
255,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t20_l100_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,20,100,2,False,False,0.898039
256,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t20_l100_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,20,100,2,False,False,0.898039
257,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t20_l100_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,20,100,2,False,False,0.863725
258,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t20_l150_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,20,150,2,False,False,0.921053
259,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t20_l150_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,20,150,2,False,False,0.927632
260,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t20_l150_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,20,150,2,False,False,0.925000
261,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t20_l200_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,20,200,2,False,False,0.938614
262,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t20_l200_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,20,200,2,False,False,0.946040
263,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t20_l200_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,20,200,2,False,False,0.940099
264,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t25_l50_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,25,50,2,False,False,0.816923
265,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t25_l50_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,25,50,2,False,False,0.772308
266,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t25_l50_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,25,50,2,False,False,0.778462
267,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t25_l100_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,25,100,2,False,False,0.892549
268,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t25_l100_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,25,100,2,False,False,0.904314
269,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t25_l100_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,25,100,2,False,False,0.868235
270,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t25_l150_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,25,150,2,False,False,0.923158
271,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t25_l150_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,25,150,2,False,False,0.927368
272,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t25_l150_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,25,150,2,False,False,0.922105
273,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t25_l200_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,25,200,2,False,False,0.938218
274,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t25_l200_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,25,200,2,False,False,0.947723
275,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t25_l200_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,25,200,2,False,False,0.936634
276,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t30_l50_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,30,50,2,False,False,0.828205
277,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t30_l50_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,30,50,2,False,False,0.779487
278,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t30_l50_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,30,50,2,False,False,0.778205
279,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t30_l100_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,30,100,2,False,False,0.892157
280,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t30_l100_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,30,100,2,False,False,0.901961
281,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t30_l100_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,30,100,2,False,False,0.869281
282,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t30_l150_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,30,150,2,False,False,0.919298
283,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t30_l150_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,30,150,2,False,False,0.924123
284,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t30_l150_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,30,150,2,False,False,0.922368
285,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t30_l200_r0.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,30,200,2,False,False,0.938284
286,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t30_l200_r1.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,30,200,2,False,False,0.943564
287,biological/results/generated_trajectories/sweep_tool/sync0_self0_f2_t30_l200_r2.txt,tool,biological/results/graphs/sweep_tool/tool_groundtruth.txt,9,30,200,2,False,False,0.938944
